"dna_plate_code","plate_barcode","well","transponder","sample_id_barcode","user_id","date","nanodrop_ng_u_l","x260_280","x260_230","origin","no","storage_box_of_spleen","freezer_location_of_tissue","position_in_box","comments","riptide_plate_number","storage_box_of_extracted_dna_plate","location_of_extracted_dna_plate_box","e","x18","x20","x19","x21","x22","number_written_on_the_top_of_tube","rfid","project_name"
"Olivier01","C9H0UKO9","H10","933000120138578","120138578","HVB","2019-12-11","333.3","1.92","2.22","cohort 3","80","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","B8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138578","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A11","933000120138397","120138397","HVB","2019-12-11","324.4","1.93","1.99","cohort 3","81","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","C1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138397","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B11","933000120138643","120138643","HVB","2019-12-11","431.4","1.92","2.04","cohort 3","82","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","C2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138643","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C11","933000120138649","120138649","HVB","2019-12-11","737.2","1.85","2.17","cohort 3","83","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","C3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138649","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D11","933000120138569","120138569","HVB","2019-12-11","555.5","1.89","2.09","cohort 3","84","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","C4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138569","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E11","933000120138388","120138388","HVB","2019-12-11","669.2","1.86","2.19","cohort 3","85","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","C5",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138388","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F11","933000120138557","120138557","HVB","2019-12-11","275.7","1.96","2.15","cohort 3","86","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","C6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138557","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G11","933000120138385","120138385","HVB","2019-12-11","388","1.93","2.1","cohort 3","87","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","C7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138385","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H11","933000120138386","120138386","HVB","2019-12-11","384.4","1.92","1.98","cohort 3","88","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","C8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138386","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","A12","933000120138400","120138400","HVB","2019-12-11","300.7","1.93","1.95","cohort 3","89","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","D1",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138400","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","B12","933000120138394","120138394","HVB","2019-12-11","269.5","1.94","1.93","cohort 3","90","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","D2",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138394","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","C12","933000120138645","120138645","HVB","2019-12-11","248","1.94","1.92","cohort 3","91","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","D3",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138645","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","D12","933000120138650","120138650","HVB","2019-12-11","920.4","1.94","2.17","cohort 3","92","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","D4",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138650","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","E12","933000120138561","120138361","HVB","2019-12-11","711.7","1.87","2.18","cohort 3","93","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","D5","mismatch","Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138561","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","F12","933000120138403","120138403","HVB","2019-12-11","688.2","1.88","2.19","cohort 3","94","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","D6",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138403","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","G12","933000120138556","120138556","HVB","2019-12-11","424","1.93","2.15","cohort 3","95","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","D7",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138556","u01_olivier_george_cocaine"
"Olivier01","C9H0UKO9","H12","933000120138558","120138558","HVB","2019-12-11","1270","1.93","2.22","cohort 3","96","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","D8",NA,"Riptide01","EX-riptide-01","-20C #2 Shelf 3 Right Side",NA,NA,NA,NA,NA,NA,NA,"933000120138558","u01_olivier_george_cocaine"
NA,"C9H0UK07","A1","933000120138655","120138655","KN","2020-01-03","259.7","1.91","1.88","cohort 3","1","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","E1",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138655","u01_olivier_george_cocaine"
NA,"C9H0UK07","B1","933000120138395","120138395","KN","2020-01-03","408.4","1.9","2.06","cohort 3","2","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","E2",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138395","u01_olivier_george_cocaine"
NA,"C9H0UK07","C1","933000120138648","120138648","KN","2020-01-03","432.9","1.9","2.02","cohort 3","3","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","E3",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138648","u01_olivier_george_cocaine"
NA,"C9H0UK07","D1","933000120138637","120138637","KN","2020-01-03","281.9","1.9","2.15","cohort 3","4","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","E4",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138637","u01_olivier_george_cocaine"
NA,"C9H0UK07","E1","933000120138654","120138654","KN","2020-01-03","376.7","1.9","2.07","cohort 3","5","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","E5",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138654","u01_olivier_george_cocaine"
NA,"C9H0UK07","F1","933000120138579","120138579","KN","2020-01-03","359.3","1.92","2.05","cohort 3","6","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","E6",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138579","u01_olivier_george_cocaine"
NA,"C9H0UK07","G1","933000120138384","120138384","KN","2020-01-03","335.6","1.9","2","cohort 3","7","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","E7",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138384","u01_olivier_george_cocaine"
NA,"C9H0UK07","H1","933000120138640","120138640","KN","2020-01-03","455.8","1.88","2.09","cohort 3","8","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","E8",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138640","u01_olivier_george_cocaine"
NA,"C9H0UK07","A2","933000120138639","120138639","KN","2020-01-03","311","1.89","1.92","cohort 3","9","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","F1",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138639","u01_olivier_george_cocaine"
NA,"C9H0UK07","B2","933000120138636","120138636","KN","2020-01-03","341.6","1.91","2.07","cohort 3","10","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","F2",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138636","u01_olivier_george_cocaine"
NA,"C9H0UK07","C2","933000120138644","120138644","KN","2020-01-03","338.7","1.9","2.01","cohort 3","11","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","F3",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138644","u01_olivier_george_cocaine"
NA,"C9H0UK07","D2","933000120138647","120138647","KN","2020-01-03","124.6","1.97","1.76","cohort 3","12","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","F4",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138647","u01_olivier_george_cocaine"
NA,"C9H0UK07","E2","933000120138634","120138634","KN","2020-01-03","325.2","1.91","2.1","cohort 3","13","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","F5",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138634","u01_olivier_george_cocaine"
NA,"C9H0UK07","F2","933000120138652","120138652","KN","2020-01-03","434.3","1.89","2.06","cohort 3","14","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","F6",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138652","u01_olivier_george_cocaine"
NA,"C9H0UK07","G2","933000120138575","120138575","KN","2020-01-03","350.4","1.89","2.14","cohort 3","15","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","F7",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138575","u01_olivier_george_cocaine"
NA,"C9H0UK07","H2","933000120138564","120138564","KN","2020-01-03","394.7","1.88","2.14","cohort 3","16","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","F8",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138564","u01_olivier_george_cocaine"
NA,"C9H0UK07","A3","933000120138638","120138638","KN","2020-01-03","382.7","1.89","2.04","cohort 3","17","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","G1",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138638","u01_olivier_george_cocaine"
NA,"C9H0UK07","B3","933000120138389","120138389","KN","2020-01-03","329.9","1.91","2.07","cohort 3","18","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","G2",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138389","u01_olivier_george_cocaine"
NA,"C9H0UK07","C3","933000120138631","120138631","KN","2020-01-03","331.1","1.9","2.14","cohort 3","19","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","G3",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138631","u01_olivier_george_cocaine"
NA,"C9H0UK07","D3","933000120138642","120138642","KN","2020-01-03","520.9","1.91","2.14","cohort 3","20","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","G4",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138642","u01_olivier_george_cocaine"
NA,"C9H0UK07","E3","933000120138568","120138568","KN","2020-01-03","322.9","1.9","2.11","cohort 3","21","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","G5",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138568","u01_olivier_george_cocaine"
NA,"C9H0UK07","F3","933000120138577","120138577","KN","2020-01-03","371.7","1.89","2.08","cohort 3","22","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","G6",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138577","u01_olivier_george_cocaine"
NA,"C9H0UK07","G3","933000120138646","120138646","KN","2020-01-03","398.7","1.88","2.16","cohort 3","23","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","G7",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138646","u01_olivier_george_cocaine"
NA,"C9H0UK07","H3","933000120138573","120138573","KN","2020-01-03","437.4","1.91","2.17","cohort 3","24","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","G8",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138573","u01_olivier_george_cocaine"
NA,"C9H0UK07","A4","933000120138672","120138672","KN","2020-01-03","161.2","1.87","1.94","cohort 4","25","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","H1",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138672","u01_olivier_george_cocaine"
NA,"C9H0UK07","B4","933000120138391","120138391","KN","2020-01-03","252.4","1.92","2.07","cohort 4","26","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","H2",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138391","u01_olivier_george_cocaine"
NA,"C9H0UK07","C4","933000120138584","120138584","KN","2020-01-03","301","1.9","2.19","cohort 4","27","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","H3",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138584","u01_olivier_george_cocaine"
NA,"C9H0UK07","D4","933000120138667","120138667","KN","2020-01-03","337.5","1.91","2.17","cohort 4","28","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","H4",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138667","u01_olivier_george_cocaine"
NA,"C9H0UK07","E4","933000120138598","120138598","KN","2020-01-03","265.8","1.92","2.14","cohort 4","29","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","H5",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138598","u01_olivier_george_cocaine"
NA,"C9H0UK07","F4","933000120138402","120138402","KN","2020-01-03","381.3","1.92","2.11","cohort 4","30","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","H6",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138402","u01_olivier_george_cocaine"
NA,"C9H0UK07","G4","933000120138583","120138583","KN","2020-01-03","441.1","1.9","2.03","cohort 4","31","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","H7",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138583","u01_olivier_george_cocaine"
NA,"C9H0UK07","H4","933000120138662","120138662","KN","2020-01-03","453.6","1.91","2.27","cohort 4","32","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","H8",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138662","u01_olivier_george_cocaine"
NA,"C9H0UK07","A5","933000120138674","120138674","KN","2020-01-03","263.1","1.9","1.96","cohort 4","33","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","I1",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138674","u01_olivier_george_cocaine"
NA,"C9H0UK07","B5","933000120138589","120138589","KN","2020-01-03","389.4","1.92","2.15","cohort 4","34","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","I2",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138589","u01_olivier_george_cocaine"
NA,"C9H0UK07","C5","933000120138582","120138582","KN","2020-01-03","409.2","1.91","2.14","cohort 4","35","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","I3",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138582","u01_olivier_george_cocaine"
NA,"C9H0UK07","D5","933000120138600","120138600","KN","2020-01-03","217.6","1.95","1.99","cohort 4","36","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","I4",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138600","u01_olivier_george_cocaine"
NA,"C9H0UK07","E5","933000120138668","120138668","KN","2020-01-03","301.9","1.9","2.11","cohort 4","37","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","I5",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138668","u01_olivier_george_cocaine"
NA,"C9H0UK07","F5","933000120138387","120138387","KN","2020-01-03","322","1.9","1.7","cohort 4","38","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","I6",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138387","u01_olivier_george_cocaine"
NA,"C9H0UK07","G5","933000120138405","120138405","KN","2020-01-03","404.8","1.91","2.13","cohort 4","39","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","I7",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138405","u01_olivier_george_cocaine"
NA,"C9H0UK07","H5","933000120138390","120138390","KN","2020-01-03","403.5","1.87","2.13","cohort 4","40","Olivier Box 2- processed","-80C  #3 Shelf 5 Rack1","I8",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138390","u01_olivier_george_cocaine"
NA,"C9H0UK07","A6","933000120138599","120138599","KN","2020-01-03","492.9","1.87","2.11","cohort 4","41","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","A1",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138599","u01_olivier_george_cocaine"
NA,"C9H0UK07","B6","933000120138669","120138669","KN","2020-01-03","305.2","1.91","2.11","cohort 4","42","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","A2",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138669","u01_olivier_george_cocaine"
NA,"C9H0UK07","C6","933000120138603","120138603","KN","2020-01-03","378.5","1.88","2.1","cohort 4","43","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","A3",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138603","u01_olivier_george_cocaine"
NA,"C9H0UK07","D6","933000120138666","120138666","KN","2020-01-03","373.6","1.89","2","cohort 4","44","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","A4",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138666","u01_olivier_george_cocaine"
NA,"C9H0UK07","E6","933000120138673","120138673","KN","2020-01-03","267.3","1.9","2.21","cohort 4","45","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","A5",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138673","u01_olivier_george_cocaine"
NA,"C9H0UK07","F6","933000120138592","120138592","KN","2020-01-03","467.2","1.93","2.19","cohort 4","46","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","A6",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138592","u01_olivier_george_cocaine"
NA,"C9H0UK07","G6","933000120138604","120138604","KN","2020-01-03","360.9","1.89","2.06","cohort 4","47","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","A7",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138604","u01_olivier_george_cocaine"
NA,"C9H0UK07","H6","933000120138661","120138661","KN","2020-01-03","510.4","1.91","2.05","cohort 4","48","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","A8",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138661","u01_olivier_george_cocaine"
NA,"C9H0UK07","A7","933000120138605","120138605","KN","2020-01-03","313.3","1.88","2.04","cohort 4","49","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","B1",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138605","u01_olivier_george_cocaine"
NA,"C9H0UK07","B7","933000120138675","120138675","KN","2020-01-03","248.7","1.92","2.07","cohort 4","50","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","B2",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138675","u01_olivier_george_cocaine"
NA,"C9H0UK07","C7","933000120138585","120138585","KN","2020-01-03","397.2","1.89","2.08","cohort 4","51","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","B3",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138585","u01_olivier_george_cocaine"
NA,"C9H0UK07","D7","933000120138679","120138679","KN","2020-01-03","325.7","1.9","2.1","cohort 4","52","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","B4",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138679","u01_olivier_george_cocaine"
NA,"C9H0UK07","E7","933000120138601","120138601","KN","2020-01-03","422","1.89","2.23","cohort 4","53","Olivier Box 3 - processed","-80C  #3 Shelf 5 Rack1","B5",NA,"Riptide02","EX-riptide-02","-20C #2 Shelf 3 Right Side","Olivier02",NA,NA,NA,NA,NA,NA,"933000120138601","u01_olivier_george_cocaine"
